id,price_min,price_max,multiplier,created_at,updated_at
377,18850,18900,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
378,18900,18950,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
379,18950,19000,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
380,19000,19050,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
381,19050,19100,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
382,19100,19150,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
383,19150,19200,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
384,19200,19250,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
385,19250,19300,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
386,19300,19350,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
387,19350,19400,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
388,19400,19450,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
389,19450,19500,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
390,19500,19550,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
391,19550,19600,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
392,19600,19650,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
393,19650,19700,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
394,19700,19750,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
395,19750,19800,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
396,19800,19850,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
397,19850,19900,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
398,19900,19950,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
399,19950,20000,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
400,20000,20050,26000,2025-12-12 12:01:41,2025-12-12 12:01:41
401,20050,20100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
402,20100,20150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
403,20150,20200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
404,20200,20250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
405,20250,20300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
406,20300,20350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
407,20350,20400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
408,20400,20450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
409,20450,20500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
410,20500,20550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
411,20550,20600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
412,20600,20650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
413,20650,20700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
414,20700,20750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
415,20750,20800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
416,20800,20850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
417,20850,20900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
418,20900,20950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
419,20950,21000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
420,21000,21050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
421,21050,21100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
422,21100,21150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
423,21150,21200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
424,21200,21250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
425,21250,21300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
426,21300,21350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
427,21350,21400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
428,21400,21450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
429,21450,21500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
430,21500,21550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
431,21550,21600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
432,21600,21650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
433,21650,21700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
434,21700,21750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
435,21750,21800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
436,21800,21850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
437,21850,21900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
438,21900,21950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
439,21950,22000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
440,22000,22050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
441,22050,22100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
442,22100,22150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
443,22150,22200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
444,22200,22250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
445,22250,22300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
446,22300,22350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
447,22350,22400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
448,22400,22450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
449,22450,22500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
450,22500,22550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
451,22550,22600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
452,22600,22650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
453,22650,22700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
454,22700,22750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
455,22750,22800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
456,22800,22850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
457,22850,22900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
458,22900,22950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
459,22950,23000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
460,23000,23050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
461,23050,23100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
462,23100,23150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
463,23150,23200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
464,23200,23250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
465,23250,23300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
466,23300,23350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
467,23350,23400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
468,23400,23450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
469,23450,23500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
470,23500,23550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
471,23550,23600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
472,23600,23650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
473,23650,23700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
474,23700,23750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
475,23750,23800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
476,23800,23850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
477,23850,23900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
478,23900,23950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
479,23950,24000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
480,24000,24050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
481,24050,24100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
482,24100,24150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
483,24150,24200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
484,24200,24250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
485,24250,24300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
486,24300,24350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
487,24350,24400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
488,24400,24450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
489,24450,24500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
490,24500,24550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
491,24550,24600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
492,24600,24650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
493,24650,24700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
494,24700,24750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
495,24750,24800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
496,24800,24850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
497,24850,24900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
498,24900,24950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
499,24950,25000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
500,25000,25050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
501,25050,25100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
502,25100,25150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
503,25150,25200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
504,25200,25250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
505,25250,25300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
506,25300,25350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
507,25350,25400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
508,25400,25450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
509,25450,25500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
510,25500,25550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
511,25550,25600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
512,25600,25650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
513,25650,25700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
514,25700,25750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
515,25750,25800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
516,25800,25850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
517,25850,25900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
518,25900,25950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
519,25950,26000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
520,26000,26050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
521,26050,26100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
522,26100,26150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
523,26150,26200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
524,26200,26250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
525,26250,26300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
526,26300,26350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
527,26350,26400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
528,26400,26450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
529,26450,26500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
530,26500,26550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
531,26550,26600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
532,26600,26650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
533,26650,26700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
534,26700,26750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
535,26750,26800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
536,26800,26850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
537,26850,26900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
538,26900,26950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
539,26950,27000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
540,27000,27050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
541,27050,27100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
542,27100,27150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
543,27150,27200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
544,27200,27250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
545,27250,27300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
546,27300,27350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
547,27350,27400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
548,27400,27450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
549,27450,27500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
550,27500,27550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
551,27550,27600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
552,27600,27650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
553,27650,27700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
554,27700,27750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
555,27750,27800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
556,27800,27850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
557,27850,27900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
558,27900,27950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
559,27950,28000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
560,28000,28050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
561,28050,28100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
562,28100,28150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
563,28150,28200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
564,28200,28250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
565,28250,28300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
566,28300,28350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
567,28350,28400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
568,28400,28450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
569,28450,28500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
570,28500,28550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
571,28550,28600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
572,28600,28650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
573,28650,28700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
574,28700,28750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
575,28750,28800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
576,28800,28850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
577,28850,28900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
578,28900,28950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
579,28950,29000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
580,29000,29050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
581,29050,29100,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
582,29100,29150,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
583,29150,29200,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
584,29200,29250,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
585,29250,29300,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
586,29300,29350,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
587,29350,29400,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
588,29400,29450,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
589,29450,29500,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
590,29500,29550,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
591,29550,29600,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
592,29600,29650,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
593,29650,29700,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
594,29700,29750,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
595,29750,29800,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
596,29800,29850,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
597,29850,29900,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
598,29900,29950,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
599,29950,30000,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
600,30000,30050,25000,2025-12-12 12:01:41,2025-12-12 12:01:41
601,30050,30100,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
602,30100,30150,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
603,30150,30200,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
604,30200,30250,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
605,30250,30300,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
606,30300,30350,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
607,30350,30400,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
608,30400,30450,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
609,30450,30500,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
610,30500,30550,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
611,30550,30600,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
612,30600,30650,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
613,30650,30700,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
614,30700,30750,23000,2025-12-12 12:01:41,2025-12-12 12:01:41
